id,original_title,title,runtime
74922,Zróbmy sobie wnuka,Zróbmy sobie wnuka,
251584,Pod Mocnym Aniołem,The Mighty Angel,95.0
167424,Die Lebenden,The Dead and the Living,0.0
133521,Bez wstydu,Shameless,80.0
61580,Bejbi blues,Baby Blues,100.0
278867,Hardkor Disko,Hardkor Disko,87.0
27560,Cry of the Hunted,Cry of the Hunted,80.0
81274,The Challengers,The Challengers,97.0
50652,A Nanny for Christmas,A Nanny for Christmas,88.0
170752,The Hot Flashes,The Hot Flashes,99.0
360203,Lost in the Sun,Lost in the Sun,95.0
270766,ஜிகர்தண்டா,Jigarthanda,170.0
75140,Sharpe's Regiment,Sharpe's Regiment,100.0
328739,David and Goliath,David and Goliath,92.0
57991,"Pane, amore e gelosia",Frisky,97.0
293395,Tre notti d'amore,Three Nights of Love,113.0
329868,La bugiarda,Six Days a Week,91.0
104945,Senza sapere niente di lei,Without Knowing Anything About Her,96.0
198531,Delitto d'amore,Somewhere Beyond Love,108.0
56978,Incompreso - Vita col figlio,Misunderstood,105.0
57310,La donna della domenica,The Sunday Woman,105.0
57914,Un ragazzo di Calabria,A Boy from Calabria,108.0
45990,La rivincita di Natale,Christmas Rematch,99.0
60018,Ultimo minuto,The Last Minute,100.0
64948,Bix,Bix,0.0
60191,Magnificat,Magnificat,110.0
59857,L'arcano incantatore,Arcane Sorcerer,0.0
64032,La nave bianca,The White Ship,77.0
78812,Era notte a Roma,Escape by Night,151.0
121464,Vanina Vanini,Vanina Vanini,127.0
8430,Il Messia,The Messiah,140.0
61217,I cavalieri che fecero l'impresa,I cavalieri che fecero l'impresa,
75532,Dov'è la libertà...?,Dov'è la libertà...?,93.0
155956,Giovanna d'Arco al rogo,Joan of Arc at the Stake,80.0
42579,Il figlio più piccolo,Il figlio più piccolo,0.0
56922,Una sconfinata giovinezza,A Second Childhood,98.0
293264,Un ragazzo d'oro,A Golden Boy,102.0
157827,Louder Than Bombs,Louder Than Bombs,109.0
271983,Entre Abelhas,Entre Abelhas,77.0
70449,La cuisine au beurre,My Wife's Husband,100.0
36324,Pouic-Pouic,Pouic-Pouic,86.0
293189,Algorithms,Algorithms,100.0
19548,Le Grand Restaurant,Le Grand Restaurant,82.0
134881,More of Me,More of Me,86.0
61208,Ferdinando e Carolina,Ferdinando and Carolina,102.0
336004,Heist,Heist,93.0
368256,Condemned,Condemned,83.0
246133,Entertainment,Entertainment,113.0
211166,"Rio, Eu Te Amo","Rio, I Love You",110.0
343426,Tell Tale Lies,The Murder Pact,120.0
51285,Detyam do 16...,PG 16...,89.0
75142,Sharpe's Siege,Sharpe's Siege,101.0
291006,The Price We Pay,The Price We Pay,93.0
276536,We Are Many,We Are Many,104.0
200823,Fonzy,Fonzy,103.0
327383,Felices 140,Happy 140,0.0
287426,Shelter,Shelter,105.0
23857,La peau blanche,White Skin,92.0
332502,400 Days,400 Days,91.0
266058,도희야,A Girl at My Door,119.0
40635,Just Desserts,Just Desserts,92.0
73132,Wer wenn nicht wir,"If Not Us, Who?",126.0
122368,Drengen der gik baglæns,The Boy Who Walked Backwards,36.0
329206,失孤,Lost and Love,112.0
250029,L'Absence,Absence,112.0
198511,Die linkshändige Frau,The Left-Handed Woman,116.0
59959,Vous n'aurez pas l'Alsace et la Lorraine,You Won't Have Alsace-Lorraine,92.0
11530,La Zizanie,The Discord,97.0
207402,The Hardy Bucks Movie,The Hardy Bucks Movie,89.0
49907,Vogliamo i colonnelli,We Want the Colonels,102.0
67177,Caro Michele,Dear Michele,0.0
107812,Viaggio con Anita,Lovers and Liars,120.0
198474,Le due vite di Mattia Pascal,The Two Lives of Mattia Pascal,0.0
183964,Facciamo paradiso,Facciamo paradiso,0.0
24195,Panni sporchi,Dirty Linen,110.0
71995,Risate di gioia,The Passionate Thief,106.0
274131,Proibito,Forbidden,0.0
62034,Totò e Carolina,Toto and Carolina,85.0
220565,Donatella,Donatella,103.0
217648,Padri e figli,Padri e figli,
63074,Le rose del deserto,Le rose del deserto,102.0
60175,Les sous-doués,The Under-Gifted,92.0
24260,Inspecteur La Bavure,Inspector Blunder,100.0
53179,Le maître d'école,Le maître d'école,0.0
58833,Tchao Pantin,"So Long, Stooge",100.0
52557,Banzaï,Banzai,102.0
271388,Velociraptor,Velociraptor,95.0
266563,The Mysterious House of Dr. C.,The Mysterious House of Dr. C.,88.0
93863,La signora senza camelie,The Lady Without Camelias,105.0
33126,Chung Kuo - Cina,Chung Kuo - Cina,207.0
130719,Il mistero di Oberwald,The Mystery of Oberwald,129.0
39850,Eros,Eros,104.0
79212,Celal Tan ve Ailesinin Aşırı Acıklı Hikayesi,The Extreme Tragic Story of Celal Tan and His Family,99.0
332534,Bana Masal Anlatma,Bana Masal Anlatma,0.0
27721,Barda,In Bar,95.0
193544,Sen Aydınlatırsın Geceyi,Thou Gild'st the Even,107.0
297308,1989,1989,85.0
117340,Hello Lonesome,Hello Lonesome,93.0
277153,De Surprise,The Surprise,111.0
33624,Double zéro,Double zéro,90.0
333348,Love the Coopers,Love the Coopers,107.0
362136,प्रेम रतन धन पायो,Prem Ratan Dhan Payo,174.0
15768,A Colbert Christmas: The Greatest Gift of All!,A Colbert Christmas: The Greatest Gift of All!,60.0
73492,Outrage,Outrage,75.0
84844,A Dandy in Aspic,A Dandy in Aspic,107.0
318972,(T)ERROR,(T)ERROR,93.0
232739,Baile Perfumado,Perfumed Ball,93.0
92326,Straight-Jacket,Straight-Jacket,96.0
297466,A Reunion,A Reunion,80.0
330007,En la Gama de los Grises,In the Grayscale,101.0
134155,King Lear,King Lear,63.0
84106,Capitães da Areia,Captains of the Sands,96.0
70815,Caramuru: A Invenção do Brasil,Caramuru: The Invention of Brazil,85.0
65830,No Night Is Too Long,No Night Is Too Long,85.0
84368,മണിച്ചിത്രത്താഴ്,Manichitrathazhu,169.0
237672,ദേവാസുരം,Devasuram,160.0
60392,Chashme Buddoor,Chashme Buddoor,145.0
75143,Sharpe's Mission,Sharpe's Mission,100.0
257200,Les conquérants,The Conquerors,96.0
214099,Rock the Casbah,Rock the Casbah,93.0
66175,I Was a Shoplifter,I Was a Shoplifter,74.0
69592,Iron Man,Iron Man,81.0
85648,Showdown,Showdown,99.0
131898,This Earth Is Mine,This Earth Is Mine,124.0
101030,The Golden Blade,The Golden Blade,81.0
85346,Undertow,Undertow,71.0
36516,One Way Street,One Way Street,79.0
244636,Scarlet Angel,Scarlet Angel,81.0
111975,A Very Special Favor,A Very Special Favor,105.0
145147,Круг второй,The Second Circle,92.0
259838,Die Reise zum sichersten Ort der Erde,Journey to the Safest Place on Earth,100.0
253339,All American High: Revisited,All American High: Revisited,85.0
184080,"Doin' It in the Park: Pick-Up Basketball, NYC","Doin' It in the Park: Pick-Up Basketball, NYC",90.0
257116,SlingShot,SlingShot,90.0
319964,Famous Nathan,Famous Nathan,86.0
280674,Bigfoot's Reflection,Bigfoot's Reflection,48.0
145203,BMF: The Rise and Fall of a Hip-Hop Drug Empire,BMF: The Rise and Fall of a Hip-Hop Drug Empire,0.0
189755,The Happy House,The Happy House,80.0
347264,Ralphie May: Imperfectly Yours,Ralphie May: Imperfectly Yours,69.0
137587,Reilly: Ace of Spies,Reilly: Ace of Spies,0.0
337751,The Secret Life of Marilyn Monroe,The Secret Life of Marilyn Monroe,240.0
293603,The Roosevelts: An Intimate History,The Roosevelts: An Intimate History,840.0
261810,Silenced,Silenced,95.0
329724,En équilibre,In Harmony,88.0
4228,La révolution française,The French Revolution,320.0
59349,Après la guerre,Après la guerre,
76793,Le bal des casse-pieds,Le bal des casse-pieds,0.0
50213,Une Époque Formidable...,Une Époque Formidable...,0.0
71767,Atraco a las tres,Robbery at 3 O'clock,92.0
301270,Το γάλα,Το γάλα,99.0
19100,Nos jours heureux,Those Happy Days,103.0
31743,ハチ公物語,Hachi-ko,107.0
118758,Atolladero,Atolladero,95.0
156627,Dzieje grzechu,The Story of Sin,130.0
92562,Metamorphosis : The Alien Factor,Metamorphosis : The Alien Factor,98.0
285848,Félix et Meira,Felix and Meira,105.0
273126,Как Львёнок и Черепаха пели песню,How the Lion Cub and the Turtle Sang a Song,9.0
79853,38 попугаев,38 Parrots,8.0
207720,Остров сокровищ,Treasure Island,205.0
164041,Седьмой спутник,The Seventh Companion,89.0
20879,Свадьба в Малиновке,Wedding in Malinovka,95.0
20975,Devchata,The Girls,93.0
10939,Le retour du grand blond,The Return of the Tall Blond Man with One Black Shoe,81.0
63291,Приходите завтра...,Come Tomorrow...,98.0
65656,Les belles de nuit,Beauties of the Night,87.0
65110,Зимний вечер в Гаграх,Winter Evening in Gagry,88.0
42952,72 метра,72 Meters,117.0
64046,Tayna Korolevy Anny ili Mushketyory 30 Let Spustya,The Secret of Queen Anna or Musketeers 30 Years Later,150.0
64044,Mushketyory 20 Let Spustya,Musketeers 20 Years Later,300.0
84774,Алиса в стране чудес,Alice in Wonderland,30.0
65099,Благочестивая Марта,Marta the Pious Woman,145.0
140966,Piraty XX veka,Pirates of the 20th Century,83.0
44617,Arlette,Arlette,100.0
80746,La edad del amor,The Age of Love,105.0
364684,Takir and Zukhra,Takhir and Zukhra,0.0
37015,Lookin' Italian,Lookin' Italian,97.0
207696,713-й просит посадку,713-й просит посадку,
63537,"Vivat, Gardemariny!","Vivat, Naval Cadets!",140.0
72888,Truffaldino iz Bergamo,Truffaldino from Bergamo,135.0
63304,Гусарская баллада,Hussar Ballad,96.0
63538,Gardemariny III,Naval Cadets III,107.0
59475,Ishchite Zhenshchinu,Look for a Woman,152.0
65591,Novye Priklyucheniya Neulovimykh,The New Adventures of the Elusive Avengers,82.0
20977,Королева бензоколонки,Gas Station Queen,78.0
65594,"Korona Rossiyskoy Imperii, ili Snova Neulovimye","Crown of Russian Empire, or the Elusives Again",134.0
41977,Charodei,Magicians,154.0
59803,Маугли,Adventures of Mowgli,90.0
238307,Остров погибших кораблей,The Isle of Lost Ships,138.0
189215,The Untold History of the United States,The Untold History of the United States,585.0
254311,"Petrovka, 38","Petrovka Street, Number 38",88.0
254309,"Огарева, 6","Ogaryova Street, Number 6",87.0
202239,Pristupit k Likvidatsii,Start Liquidation,132.0
193154,Ку! Кин-дза-дза,Ku! Kin-dza-dza,100.0
253192,"Быстрее, чем кролики",Faster than Rabbits,99.0
169020,Vive la France,Vive la France,95.0
210365,Nevjeste dolaze,The Brides Are Coming,70.0
19493,Hornblower: The Even Chance,Hornblower: The Even Chance,100.0
70874,Не покидай...,Do Not Leave...,140.0
50197,Serafino,Serafino,96.0
174905,Барышня и хулиган,The Young Lady and the Hooligan,35.0
167364,Turf,Turf,102.0
119694,The Sunshine Boys,The Sunshine Boys,90.0
83456,О чём ещё говорят мужчины,What Men Still Talk About,95.0
132542,The Return of Bruno,The Return of Bruno,56.0
127608,Priklyucheniya Sherlocka Khomsa i doktora Vatsona: Sokrovishcha Agry,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,151.0
82857,"Цирк сгорел, и клоуны разбежались","Tsirk Sgorel, i Klouny Razbezhalis",114.0
38430,Семнадцать мгновений весны,Seventeen Moments in Spring,840.0
203720,Vozmezdie,Retribution,126.0
199655,Cu Mainile Curate,With Clean Hands,95.0
68271,Мечта,Dream,100.0
130492,Uno bianca,Uno bianca,190.0
270393,Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,0.0
40055,Le Grand pardon,Le Grand pardon,130.0
21534,イバラ-ド時間,Iblard Jikan,30.0
71662,Приходи на меня посмотреть,Come Look at Me,102.0
65545,Исчезнувшая империя,Vanished Empire,105.0
92737,Under the Gun,Under the Gun,0.0
62040,CounterForce,CounterForce,90.0
59455,Pour 100 briques t'as plus rien !,Pour 100 briques t'as plus rien !,85.0
263873,The Undertaker's Wedding,The Undertaker's Wedding,89.0
80386,Queen: Made in Heaven,Queen: Made in Heaven,47.0
77720,100 Gramm dlya Khrabrosti,100 grams for Bravery,72.0
83614,Ты у меня одна,You Are My Only Love,101.0
74852,Вертикаль,Vertical,77.0
126846,Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,63.0
72093,Шерлок Холмс и доктор Ватсон: Кровавая надпись,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,67.0
72095,Шерлок Холмс и доктор Ватсон: Знакомство,Sherlock Holmes and Dr. Watson: Acquaintance,67.0
60199,Hotel Room,Hotel Room,90.0
116544,Kogitsune Helen,Helen the Baby Fox,104.0
227998,Zavtra Byla Voyna,Tomorrow Was the War,0.0
363890,Night of the Living Dead: Darkest Dawn,Night of the Living Dead: Darkest Dawn,80.0
16915,Gutterballs,Gutterballs,94.0
252189,Camp Dread,Camp Dread,90.0
30579,Hallowed Ground,Hallowed Ground,83.0
40469,Final Exam,Final Exam,90.0
19543,Anacondas: Trail of Blood,Anacondas: Trail of Blood,89.0
212494,Don't Go to the Reunion,Don't Go to the Reunion,70.0
48333,Hammerhead,Hammerhead,92.0
63350,Father's Day,Father's Day,99.0
296121,Trophy Heads,Trophy Heads,87.0
320412,Camp Massacre,Camp Massacre,130.0
84422,Don't Open Till Christmas,Don't Open Till Christmas,86.0
67087,Curtains,Curtains,89.0
92393,Tape 407,Area 407,90.0
242376,Reality Terror Night,Reality Terror Night,88.0
12759,Doll Graveyard,Doll Graveyard,71.0
353462,Tut,Tut,360.0
317182,Doctor Who: Last Christmas,Doctor Who: Last Christmas,57.0
315623,"Doctor Who: The Doctor, the Widow and the Wardrobe","Doctor Who: The Doctor, the Widow and the Wardrobe",59.0
315620,Doctor Who: A Christmas Carol,Doctor Who: A Christmas Carol,62.0
282963,Doctor Who: Planet of the Dead,Doctor Who: Planet of the Dead,59.0
317190,Doctor Who: The Next Doctor,Doctor Who: The Next Doctor,60.0
335209,Doctor Who: Voyage of the Damned,Doctor Who: Voyage of the Damned,72.0
282758,Doctor Who: The Runaway Bride,Doctor Who: The Runaway Bride,60.0
92787,Transylvania Twist,Transylvania Twist,90.0
55681,The Halfway House,The Halfway House,90.0
30385,Chainsaw Sally,Chainsaw Sally,83.0
22573,Last of the Living,Last of the Living,88.0
320169,Ninjas vs. Monsters,Ninjas vs. Monsters,0.0
54525,Secrets in the Walls,Secrets in the Walls,0.0
358881,Made in France,Made in France,94.0
191185,Meu Pé de Laranja Lima,My Sweet Orange Tree,99.0
72232,The King and Queen of Moonlight Bay,The King and Queen of Moonlight Bay,120.0
367882,더 폰,The Phone,115.0
227262,Frau Ella,Frau Ella,105.0
321751,A Perfect Day,A Perfect Day,106.0
79434,A1 tou tiao,A-1 Headline,95.0
18512,Sergeants 3,Sergeants 3,112.0
43456,The Miracle of the Bells,The Miracle of the Bells,120.0
43503,Step Lively,Step Lively,88.0
265351,İtirazım Var,İtirazım Var,114.0
333886,Limonata,Lemonade,0.0
268413,Panzehir,Antidote,0.0
64433,Pardon,Pardon,0.0
30634,Organize İşler,Organize İşler,106.0
49828,Polis,Police,110.0
320349,"3 ½ Minutes, 10 Bullets","3 ½ Minutes, 10 Bullets",98.0
352327,After Words,After Words,91.0
172520,Coldwater,Coldwater,104.0
224923,Aleksandr's Price,Aleksandr's Price,108.0
337012,The Legend of Longwood,The Legend of Longwood,94.0
28536,Horror,The Blancheville Monster,87.0
219335,Noita palaa elämään,The Witch Returns to Life,74.0
133137,Dead Creatures,Dead Creatures,95.0
92727,Ninja Death,Ninja Death,83.0
119944,Chuang wang li zi cheng,Emperor of Shaolin Kung Fu,90.0
300666,Bravetown,Bravetown,112.0
41923,Outrageous!,Outrageous!,96.0
85204,American Nightmare,American Nightmare,88.0
282298,Surfacing,Surfacing,89.0
27350,McBain,McBain,107.0
30361,Save Me,Save Me,93.0
145081,The Killing Machine,The Killing Machine,100.0
293830,Terminal,Terminal,90.0
76287,Johnny 2.0,Johnny 2.0,94.0
213914,Borderline Normal,Borderline Normal,85.0
46734,Eva,Eva,111.0
44951,Beneath the Blue,Beneath the Blue,92.0
79722,Dark Rising 2:  Summer Strikes Back,Dark Rising 2:  Summer Strikes Back,94.0
268092,Transformers Prime Beast Hunters: Predacons Rising,Transformers Prime Beast Hunters: Predacons Rising,66.0
13732,L'Auberge rouge,The Red Inn,90.0
105539,The Salvation Hunters,The Salvation Hunters,70.0
336806,Efterskalv,The Here After,102.0
28546,11:59,11:59,102.0
335869,This Isn't Funny,This Isn't Funny,86.0
51403,Bibliothèque Pascal,Bibliothèque Pascal,105.0
369230,Loro chi?,Them who?,95.0
257593,La mossa del pinguino,La mossa del pinguino,0.0
324259,Prins,Prince,78.0
188981,Ao-Zora Musume,The Blue Sky Maiden,89.0
44785,からっ風野郎,Afraid to Die,96.0
111397,妻は告白する,A Wife Confesses,91.0
85239,Mantis in Lace,Mantis in Lace,87.0
51411,Ma and Pa Kettle Go to Town,Ma and Pa Kettle Go to Town,79.0
63441,Cha shou,Masked Avengers,92.0
48300,獨臂刀王,Return of the One-Armed Swordsman,106.0
70747,Huacho,Huacho,89.0
102428,Salomé,Salomé,85.0
217919,Salomé,Salomé,81.0
96951,Salomé,Salomé,74.0
59405,Guangdong shi hu xing yi wu xi,Ten Tigers of Kwangtung,90.0
72560,Assalto ao Banco Central,Federal Bank Heist,101.0
128780,Il Natale che quasi non fu,The Christmas That Almost Wasn't,89.0
66160,Can ku da ci sha,Flying Guillotine II,88.0
62071,Xue di zi,The Flying Guillotine,111.0
189279,The Invisible Menace,The Invisible Menace,55.0
79367,The Venetian Affair,The Venetian Affair,89.0
48943,98古惑仔之龍爭虎鬥,Young and Dangerous 5,114.0
318373,Bébé Tigre,Young Tiger,87.0
177317,West Of Shanghai,West Of Shanghai,64.0
334527,Criminal Activities,Criminal Activities,94.0
60836,Wild Times,Wild Times,195.0
161620,Wonder Woman,Wonder Woman,75.0
166207,Pápa Piquillo,Pápa Piquillo,
356898,香港三部曲,Hong Kong Trilogy: Preschooled Preoccupied Preposterous,90.0
293982,Miasto 44,Warsaw 44,130.0
346755,Czerwony Pająk,The Red Spider,0.0
309018,Life Inside Out,Life Inside Out,102.0
343880,A Murder in the Park,A Murder in the Park,91.0
108794,Sharpe's Revenge,Sharpe's Revenge,101.0
65020,The Taint,The Taint,75.0
336222,Hrútar,Rams,93.0
329066,Those Who Feel the Fire Burning,Those Who Feel the Fire Burning,74.0
56718,The Mind Snatchers,The Mind Snatchers,94.0
295602,Matka Minuksi,Becoming Me,77.0
86211,Deep Blues,Deep Blues,91.0
172443,His Picture in the Papers,His Picture in the Papers,62.0
219466,Dancing on the Edge,Dancing on the Edge,363.0
306060,Richard Pryor: Icon,Richard Pryor: Icon,56.0
215881,Plush,Plush,98.0
39446,At Risk,At Risk,90.0
38119,Neil Young & Crazy Horse: Rust Never Sleeps,Neil Young & Crazy Horse: Rust Never Sleeps,117.0
65799,The Sea Shall Not Have Them,The Sea Shall Not Have Them,91.0
293456,VAN valami furcsa és megmagyarázhatatlan,For Some Inexplicable Reason,96.0
294640,Utóélet,Afterlife,93.0
324573,Love is All: 100 Years of Love & Courtship,Love is All: 100 Years of Love & Courtship,74.0
364089,Anthony Jeselnik: Thoughts and Prayers,Anthony Jeselnik: Thoughts and Prayers,59.0
157050,Anthony Jeselnik: Caligula,Anthony Jeselnik: Caligula,59.0
363810,The Leisure Class,The Leisure Class,81.0
52255,"Bi, đừng sợ","Bi, Don't Be Afraid",90.0
353285,Taikon,Taikon,90.0
237960,Starring Adam West,Starring Adam West,98.0
323679,Manson Family Vacation,Manson Family Vacation,85.0
257088,Point Break,Point Break,114.0
119482,Poppies Are Also Flowers,Poppies Are Also Flowers,100.0
68865,Le guerriere dal seno nudo,The Amazons,100.0
3013,Bloodline,Bloodline,116.0
27112,Corridor of Mirrors,Corridor of Mirrors,105.0
32665,The Jigsaw Man,The Jigsaw Man,94.0
31060,Recep İvedik,Recep İvedik,90.0
31061,Recep İvedik 2,Recep İvedik 2,0.0
32926,Recep İvedik 3,Recep İvedik 3,95.0
257343,Recep İvedik 4,Recep İvedik 4,117.0
78401,Tangerine,Tangerine,95.0
255533,L'enlèvement de Michel Houellebecq,The Kidnapping of Michel Houellebecq,92.0
23126,Midnight Manhunt,Midnight Manhunt,64.0
348060,Antigang,Antigang,92.0
210293,The Smile Man,The Smile Man,10.0
310491,Glassland,Glassland,93.0
114377,The Ventriloquist,The Ventriloquist,10.0
143169,Envelope,Envelope,17.0
291290,Submerged,Submerged,99.0
306464,Family Guy Presents: Seth and Alex's almost live comedy show,Family Guy Presents: Seth and Alex's almost live comedy show,30.0
352197,Heart of a Dog,Heart of a Dog,75.0
174611,Bedfellows,Bedfellows,2.0
63880,Adieu Philippine,Adieu Philippine,106.0
104515,Nekem lámpást adott kezembe az Úr Pesten,The Lord's Lantern in Budapest,103.0
34792,Petey Wheatstraw,Petey Wheatstraw,99.0
339274,Tamasha,Tamasha,139.0
191850,Room 8,Room 8,6.0
94251,"Tall, Dark and Handsome","Tall, Dark and Handsome",78.0
76084,Tarzan's Fight for Life,Tarzan's Fight for Life,86.0
232034,The Desert Song,The Desert Song,110.0
43524,Iceland,Iceland,79.0
31770,"Hello, Frisco, Hello","Hello, Frisco, Hello",99.0
42298,Dressed to Kill,Dressed to Kill,74.0
24647,Hälsoresan,Hälsoresan,105.0
336691,Paternity Leave,Paternity Leave,90.0
368330,कट्यार काळजात घुसली,Katyar Kaljat Ghusali,162.0
80775,Away All Boats,Away All Boats,114.0
72903,The Midnight Story,The Midnight Story,89.0
36520,Playgirl,Playgirl,85.0
333696,Nackt unter Wölfen,Naked Among Wolves,105.0
77861,The Execution of Private Slovik,The Execution of Private Slovik,120.0
84520,The Bunny Game,The Bunny Game,76.0
355020,Winter on Fire: Ukraine's Fight for Freedom,Winter on Fire: Ukraine's Fight for Freedom,98.0
205749,The List,The List,90.0
159897,Man Walking Around a Corner,Man Walking Around a Corner,1.0
96882,Accordion Player,Accordion Player,1.0
32571,"Monkeyshines, No. 1","Monkeyshines, No. 1",1.0
33315,"Monkeyshines, No. 2","Monkeyshines, No. 2",1.0
194079,Sallie Gardner at a Gallop,Sallie Gardner at a Gallop,1.0
16464,Traffic Crossing Leeds Bridge,Traffic Crossing Leeds Bridge,1.0
33316,London's Trafalgar Square,London's Trafalgar Square,1.0
315946,Passage de Venus,Passage of Venus,1.0
105885,eCupid,eCupid,95.0
353464,Talvar,Talvar,132.0
70690,Cenerentola '80,Cinderella '80,110.0
68797,Znachor,The Quack,128.0
104852,Newark Athlete,Newark Athlete,1.0
249914,Pestonjee,Pestonjee,125.0
284288,मैरी कोम,Mary Kom,122.0
184002,Likaiset kädet,Dirty Hands,68.0
123623,A Summer Story,A Summer Story,95.0
14074,Varg,Wolf,95.0
64508,"Es ist nicht leicht, ein Gott zu sein",Hard to Be a God,119.0
100468,...hanno cambiato faccia,They Have Changed Their Face,90.0
29539,Emmanuelle in Soho,Emmanuelle in Soho,72.0
49722,"Continental, un film sans fusil","Continental, a Film Without Guns",103.0
42809,Kantô mushuku,Kanto Wanderer,92.0
341895,പ്രേമം,Premam,165.0
48845,Σούλα έλα ξανά,Soula Ela Xana,85.0
345575,Kampen om tungtvannet,The Saboteurs,270.0
103947,3x3,3x3,6.0
79825,Falling Overnight,Falling Overnight,86.0
292177,My Little Pony: Equestria Girls - Rainbow Rocks,My Little Pony: Equestria Girls - Rainbow Rocks,75.0
349158,My Little Pony: Equestria Girls - Friendship Games,My Little Pony: Equestria Girls - Friendship Games,72.0
171277,The House Across the Street,The House Across the Street,90.0
369165,The Ties That Bind,The Ties That Bind,57.0
105098,L'uomo dagli occhi di ghiaccio,The Man with Icy Eyes,95.0
158079,Centomila dollari per Ringo,"$100,000 for Ringo",98.0
203888,"Upperseven, l'uomo da uccidere",The Spy with Ten Faces,103.0
112503,Django spara per primo,Django Shoots First,95.0
98085,OK Connery,Operation Kid Brother,104.0
79426,I familiari delle vittime non saranno avvertiti,Crime Boss,93.0
78546,L'anticristo,The Antichrist,112.0
29607,Miami Golem,Miami Golem,85.0
130754,Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,89.0
336884,Villmark 2,Dark Woods II,90.0
339751,Hitchcock/Truffaut,Hitchcock/Truffaut,79.0
295748,Pek Yakında,Pek Yakında,0.0
34666,Die Schweizermacher,The Swissmakers,107.0
299687,The 5th Wave,The 5th Wave,112.0
16047,Gå med fred Jamil - Ma salama Jamil,Go with Peace Jamil,90.0
51210,Prancer Returns,Prancer Returns,90.0
129577,Pochi dollari per Django,A Few Dollars for Django,97.0
90092,Il cittadino si ribella,Street Law,105.0
93708,Cipolla Colt,"Cry, Onion!",0.0
39979,Il grande racket,The Big Racket,104.0
68863,La via della droga,The Heroin Busters,132.0
130322,Ammazzali tutti e torna solo,Kill Them All and Come Back Alone,100.0
24971,Eagles Over London,Eagles Over London,100.0
64739,Il giorno del cobra,Day of the Cobra,95.0
69152,Fuga dal Bronx,Escape from the Bronx,89.0
42764,Jonathan degli orsi,Jonathan of the Bears,115.0
73740,Quella sporca storia nel west,Johnny Hamlet,91.0
22359,Vado... l'ammazzo e torno,Any Gun Can Play,103.0
143936,Sette winchester per un massacro,Payment in Blood,99.0
213755,Extralarge: Black Magic,Extralarge: Black Magic,99.0
364067,A Very Murray Christmas,A Very Murray Christmas,56.0
312100,Elf: Buddy's Musical Christmas,Elf: Buddy's Musical Christmas,43.0
73901,Wakko's Wish,Wakko's Wish,80.0
321666,600 Millas,600 Miles,85.0
307103,L'Affaire SK1,Serial Killer 1,120.0
326874,L'Art de la fugue,L'Art de la fugue,98.0
103012,Lucky,Lucky,100.0
255869,Pleased to Meet Me,Pleased to Meet Me,88.0
56255,Koara Kacho,Executive Koala,86.0
354625,Orania,Orania,93.0
75393,Vedma,The Power of Fear,79.0
293082,"10,000 Days","10,000 Days",91.0
341744,Truman,Truman,108.0
17007,Call Me Claus,Call Me Claus,90.0
26571,Downtown '81,Downtown '81,72.0
353311,The Wiz Live!,The Wiz Live!,111.0
134743,Who Am I This Time?,Who Am I This Time?,53.0
317953,Spud 3: Learning to Fly,Spud 3: Learning to Fly,89.0
43783,Song of the Islands,Song of the Islands,76.0
36361,House Calls,House Calls,98.0
184440,Awaken,Awaken,95.0
128899,Bardelys the Magnificent,Bardelys the Magnificent,90.0
202727,Cattle Town,Cattle Town,71.0
36789,"Hook, Line and Sinker","Hook, Line and Sinker",75.0
111570,It's in the Bag!,It's in the Bag!,87.0
298026,Reaper,Reaper,90.0
214758,"Sexo fácil, películas tristes","Easy Sex, Sad Movies",90.0
161076,Some Kind of a Nut,Some Kind of a Nut,89.0
16422,The Caller,The Caller,95.0
272255,The Dude Goes West,The Dude Goes West,86.0
285908,Le dernier souffle,The Last Breath,0.0
254918,Louder Than Words,Louder Than Words,95.0
358980,Apocalipsis sobre el río amarillo,Apocalipsis sobre el río amarillo,0.0
13591,Eddie Izzard: Unrepeatable,Eddie Izzard: Unrepeatable,75.0
345637,Sanjay's Super Team,Sanjay's Super Team,7.0
336882,Bølgen,The Wave,104.0
333555,Schneider vs. Bax,Schneider vs. Bax,94.0
315868,Cosmos,Cosmos,102.0
256546,Bi Küçük Eylül Meselesi,A Small September Affair,102.0
105085,Gli occhi freddi della paura,Cold Eyes of Fear,95.0
279179,Wir tun es für Geld,Wir tun es für Geld,
61535,If the Shoe Fits,If the Shoe Fits,86.0
256375,Si j'avais quatre dromadaires,If I Had Four Dromedaries,49.0
79435,Le Vent de la nuit,Night Wind,95.0
334028,Some Kind Of Hate,Some Kind Of Hate,82.0
152539,L'Allée du Roi,L'Allée du Roi,240.0
58384,Strandvaskaren,Drowning Ghost,100.0
68437,Svart Lucia,Svart Lucia,114.0
